Timestamp,Noureddine_Rojbani_TS032_water_flow
2024-10-07T06:30:01,89
2024-10-07T07:00:01,89
2024-10-07T07:30:01,89
2024-10-07T08:00:01,89
2024-10-07T08:30:01,89
2024-10-07T09:00:01,89
2024-10-07T09:30:01,89
2024-10-07T10:00:01,91
2024-10-07T10:30:01,92
2024-10-07T11:00:01,94
2024-10-07T11:30:01,97
2024-10-07T12:00:01,99
2024-10-07T12:30:01,102
2024-10-07T13:00:01,104
2024-10-07T13:30:01,107
2024-10-07T14:00:01,107
2024-10-07T14:30:01,107
2024-10-07T15:00:01,107
2024-10-07T15:30:01,107
2024-10-07T16:00:01,107
2024-10-07T16:30:01,107
2024-10-07T17:00:01,107
2024-10-07T17:30:01,107
2024-10-07T18:00:01,107
2024-10-07T18:30:01,107
2024-10-07T19:00:01,107
2024-10-07T19:30:01,107
2024-10-07T20:00:01,107
2024-10-07T20:30:01,107
2024-10-07T21:00:01,107
2024-10-07T21:30:01,107
2024-10-07T22:00:01,107
2024-10-07T22:30:01,107
2024-10-07T23:00:01,107
2024-10-07T23:30:01,107
2024-10-08T00:00:01,107
2024-10-08T00:30:01,107
2024-10-08T01:00:01,107
2024-10-08T01:30:01,107
2024-10-08T02:00:01,107
2024-10-08T02:30:01,107
2024-10-08T03:00:01,107
2024-10-08T04:00:01,107
2024-10-08T04:30:01,107
2024-10-08T05:00:01,107
2024-10-08T05:30:01,107
2024-10-08T06:00:01,107
2024-10-08T06:30:01,107
2024-10-08T07:00:01,107
2024-10-08T07:30:01,107
2024-10-08T08:00:01,107
2024-10-08T08:30:01,107
2024-10-08T09:00:01,107
2024-10-08T09:30:01,107
2024-10-08T10:00:01,107
2024-10-08T10:30:01,107
2024-10-08T11:00:01,107
2024-10-08T11:30:01,107
2024-10-08T12:00:01,108
2024-10-08T12:30:01,110
2024-10-08T13:00:01,112
2024-10-08T13:30:01,113
2024-10-08T14:00:01,115
2024-10-08T14:30:01,115
2024-10-08T15:00:01,115
2024-10-08T15:30:01,115
2024-10-08T16:00:01,115
2024-10-08T16:30:01,115
2024-10-08T17:00:01,115
2024-10-08T17:30:01,117
2024-10-08T18:00:01,119
2024-10-08T18:30:01,120
2024-10-08T19:00:01,121
2024-10-08T19:30:01,121
2024-10-08T20:00:01,121
2024-10-08T20:30:01,121
2024-10-08T21:00:01,121
2024-10-08T21:30:01,121
2024-10-08T22:00:01,121
2024-10-08T22:30:01,121
2024-10-08T23:00:01,121
2024-10-08T23:30:01,121
2024-10-09T00:00:01,121
2024-10-09T00:30:01,121
2024-10-09T01:00:01,121
2024-10-09T01:30:01,121
2024-10-09T02:00:01,121
2024-10-09T02:30:01,121
2024-10-09T04:00:01,121
2024-10-09T04:30:01,121
2024-10-09T05:00:01,121
2024-10-09T05:30:01,121
2024-10-09T06:00:01,121
2024-10-09T06:30:01,121
2024-10-09T07:00:01,121
2024-10-09T07:30:01,121
2024-10-09T08:00:01,121
2024-10-09T08:30:01,121
2024-10-09T09:00:01,121
2024-10-09T09:30:01,121
2024-10-09T10:00:01,121
2024-10-09T10:30:01,121
2024-10-09T11:00:01,121
2024-10-09T11:30:01,121
2024-10-09T12:00:01,121
2024-10-09T12:30:01,121
2024-10-09T13:00:01,121
2024-10-09T13:30:01,121
2024-10-09T14:00:01,121
2024-10-09T14:30:01,121
2024-10-09T15:00:01,121
2024-10-09T15:30:01,121
2024-10-09T16:00:01,121
2024-10-09T16:30:01,121
2024-10-09T17:00:01,121
2024-10-09T17:30:01,121
2024-10-09T18:00:01,121
2024-10-09T18:30:01,121
2024-10-09T19:00:01,121
2024-10-09T19:30:01,121
2024-10-09T20:00:01,121
2024-10-09T20:30:01,121
2024-10-09T21:00:01,121
2024-10-09T21:30:01,121
2024-10-09T22:00:01,121
2024-10-09T22:30:01,121
2024-10-09T23:00:01,121
2024-10-09T23:30:01,121
2024-10-10T00:00:01,121
2024-10-10T00:30:01,121
2024-10-10T01:00:01,121
2024-10-10T01:30:01,121
2024-10-10T02:00:01,121
2024-10-10T02:30:01,121
2024-10-10T04:00:01,121
2024-10-10T04:30:01,121
2024-10-10T05:00:01,121
2024-10-10T05:30:01,121
2024-10-10T06:00:01,121
2024-10-10T06:30:01,121
2024-10-10T07:00:01,121
2024-10-10T07:30:01,121
2024-10-10T08:00:01,121
2024-10-10T08:30:01,121
2024-10-10T09:00:01,122
2024-10-10T09:30:01,124
2024-10-10T10:00:01,126
2024-10-10T10:30:01,129
2024-10-10T11:00:01,131
2024-10-10T11:30:01,133
2024-10-10T12:00:01,136
2024-10-10T12:30:01,138
2024-10-10T13:00:01,138
2024-10-10T13:30:01,138
2024-10-10T14:00:01,138
2024-10-10T14:30:01,138
2024-10-10T15:00:01,138
2024-10-10T15:30:01,138
2024-10-10T16:00:01,138
2024-10-10T16:30:01,138
2024-10-10T17:00:01,138
2024-10-10T17:30:01,138
2024-10-10T18:00:01,138
2024-10-10T18:30:01,138
2024-10-10T19:00:01,138
2024-10-10T19:30:01,138
2024-10-10T20:00:01,138
2024-10-10T20:30:01,138
2024-10-10T21:00:01,138
2024-10-10T21:30:01,138
2024-10-10T22:00:01,138
2024-10-10T22:30:01,138
2024-10-10T23:00:01,138
2024-10-10T23:30:01,138
2024-10-11T00:00:01,138
2024-10-11T00:30:01,138
2024-10-11T01:00:01,138
2024-10-11T01:30:01,138
2024-10-11T02:00:01,138
2024-10-11T02:30:01,138
2024-10-11T04:00:01,138
2024-10-11T04:30:01,138
2024-10-11T05:00:01,138
2024-10-11T05:30:01,138
2024-10-11T06:00:01,138
2024-10-11T06:30:01,138
2024-10-11T07:00:01,138
2024-10-11T07:30:01,138
2024-10-11T08:00:01,138
2024-10-11T08:30:01,138
2024-10-11T09:00:01,138
2024-10-11T09:30:01,138
2024-10-11T10:00:01,138
2024-10-11T10:30:01,138
2024-10-11T11:00:01,140
2024-10-11T11:30:01,142
2024-10-11T12:00:01,143
2024-10-11T12:30:01,143
2024-10-11T13:00:01,143
2024-10-11T13:30:01,143
2024-10-11T14:00:01,143
2024-10-11T14:30:01,143
2024-10-11T15:00:01,143
2024-10-11T15:30:01,143
2024-10-11T16:00:01,143
2024-10-11T16:30:01,143
2024-10-11T17:00:01,143
2024-10-11T17:30:01,143
2024-10-11T18:00:01,144
2024-10-11T18:30:01,145
2024-10-11T19:00:01,146
2024-10-11T19:30:01,146
2024-10-11T20:00:01,146
2024-10-11T20:30:01,146
2024-10-11T21:00:01,146
2024-10-11T21:30:01,146
2024-10-11T22:00:01,146
2024-10-11T22:30:01,146
2024-10-11T23:00:01,146
2024-10-11T23:30:01,146
2024-10-12T00:00:01,146
2024-10-12T00:30:01,146
2024-10-12T01:00:01,146
2024-10-12T01:30:01,146
2024-10-12T02:00:01,146
2024-10-12T02:30:01,146
2024-10-12T03:00:01,146
2024-10-12T04:00:01,146
2024-10-12T04:30:01,146
2024-10-12T05:00:01,146
2024-10-12T05:30:01,146
2024-10-12T06:00:01,146
2024-10-12T06:30:01,146
2024-10-12T07:00:01,146
2024-10-12T07:30:01,146
2024-10-12T08:00:01,146
2024-10-12T08:30:01,146
2024-10-12T09:00:01,146
2024-10-12T09:30:01,146
2024-10-12T10:00:01,146
2024-10-12T10:30:01,146
2024-10-12T11:00:01,146
2024-10-12T11:30:01,146
2024-10-12T12:00:01,146
2024-10-12T12:30:01,146
2024-10-12T13:00:01,146
2024-10-12T13:30:01,146
2024-10-12T14:00:01,146
2024-10-12T14:30:01,146
2024-10-12T15:00:01,146
2024-10-12T15:30:01,146
2024-10-12T16:00:01,146
2024-10-12T16:30:01,146
2024-10-12T17:00:01,146
2024-10-12T17:30:01,146
2024-10-12T18:00:01,146
2024-10-12T18:30:01,146
2024-10-12T19:00:01,146
2024-10-12T19:30:01,146
2024-10-12T20:00:01,146
2024-10-12T20:30:01,146
2024-10-12T21:00:01,146
2024-10-12T21:30:01,146
2024-10-12T22:00:01,146
2024-10-12T22:30:01,146
2024-10-12T23:00:01,146
2024-10-12T23:30:01,146
2024-10-13T00:00:01,146
2024-10-13T00:30:01,146
2024-10-13T01:00:01,146
2024-10-13T01:30:01,146
2024-10-13T02:00:01,146
2024-10-13T02:30:01,146
2024-10-13T03:00:01,146
2024-10-13T04:00:01,146
2024-10-13T04:30:01,146
2024-10-13T05:00:01,146
2024-10-13T05:30:01,146
2024-10-13T06:00:01,146
2024-10-13T06:30:01,146
2024-10-13T07:00:01,146
2024-10-13T07:30:01,146
2024-10-13T08:00:01,146
2024-10-13T08:30:01,146
2024-10-13T09:00:01,146
2024-10-13T09:30:01,146
2024-10-13T10:00:01,146
2024-10-13T10:30:01,146
2024-10-13T11:00:01,146
2024-10-13T11:30:01,147
2024-10-13T12:00:01,147
2024-10-13T12:30:01,147
2024-10-13T13:00:01,147
2024-10-13T13:30:01,147
2024-10-13T14:00:01,147
2024-10-13T14:30:01,147
2024-10-13T15:00:01,147
2024-10-13T15:30:01,147
2024-10-13T16:00:01,147
2024-10-13T16:30:01,147
2024-10-13T17:00:01,147
2024-10-13T17:30:01,147
2024-10-13T18:00:01,147
2024-10-13T18:30:01,147
2024-10-13T19:00:01,147
2024-10-13T19:30:01,147
2024-10-13T20:00:01,147
2024-10-13T20:30:01,147
2024-10-13T21:00:01,147
2024-10-13T21:30:01,147
2024-10-13T22:00:01,147
2024-10-13T22:30:01,147
2024-10-13T23:00:01,147
2024-10-13T23:30:01,147
2024-10-14T00:00:01,147
2024-10-14T00:30:01,147
2024-10-14T01:00:01,147
2024-10-14T01:30:01,147
2024-10-14T02:00:01,147
2024-10-14T02:30:01,147
2024-10-14T03:00:01,147
2024-10-14T03:30:01,147
2024-10-14T04:00:01,147
2024-10-14T04:30:01,147
2024-10-14T05:00:01,147
2024-10-14T05:30:01,147
2024-10-14T06:00:01,147
2024-10-14T06:30:01,147
2024-10-14T07:00:01,147
2024-10-14T07:30:01,147
2024-10-14T08:00:01,147
2024-10-14T08:30:01,147
2024-10-14T09:00:01,147
2024-10-14T09:30:01,147
2024-10-14T10:00:01,151
2024-10-14T10:30:01,153
2024-10-14T11:00:01,153
2024-10-14T11:30:01,153
2024-10-14T12:00:01,153
2024-10-14T12:30:01,153
2024-10-14T13:00:01,153
2024-10-14T13:30:01,153
2024-10-14T14:00:01,153
2024-10-14T14:30:01,153
2024-10-14T15:00:01,153
2024-10-14T15:30:01,153
2024-10-14T16:00:01,153
2024-10-14T16:30:01,153
2024-10-14T17:00:01,153
2024-10-14T17:30:01,153
2024-10-14T18:00:01,153
2024-10-14T18:30:01,154
2024-10-14T19:00:01,154
2024-10-14T19:30:01,154
2024-10-14T20:00:01,154
2024-10-14T20:30:01,154
2024-10-14T21:00:01,154
2024-10-14T21:30:01,154
2024-10-14T22:00:01,154
2024-10-14T22:30:01,154
2024-10-14T23:00:01,154
2024-10-14T23:30:01,154
2024-10-15T00:00:01,154
2024-10-15T00:30:01,154
2024-10-15T01:00:01,154
2024-10-15T01:30:01,154
2024-10-15T02:00:01,154
2024-10-15T03:30:01,154
2024-10-15T04:00:01,154
2024-10-15T04:30:01,154
2024-10-15T05:00:01,154
2024-10-15T05:30:01,154
2024-10-15T06:00:01,154
2024-10-15T06:30:01,154
2024-10-15T07:00:01,154
2024-10-15T07:30:01,154
2024-10-15T08:00:01,154
2024-10-15T08:30:01,154
2024-10-15T09:00:01,154
2024-10-15T09:30:01,154
2024-10-15T10:00:01,154
2024-10-15T10:30:01,154
2024-10-15T11:00:01,154
2024-10-15T11:30:01,154
2024-10-15T12:00:01,154
2024-10-15T12:30:01,154
2024-10-15T13:00:01,154
2024-10-15T13:30:01,154
2024-10-15T14:00:01,154
2024-10-15T14:30:01,154
2024-10-15T15:00:01,154
2024-10-15T15:30:01,154
2024-10-15T16:00:01,154
2024-10-15T16:30:01,154
2024-10-15T17:00:01,154
2024-10-15T17:30:01,154
2024-10-15T18:00:01,154
2024-10-15T18:30:01,154
2024-10-15T19:00:01,154
2024-10-15T19:30:01,154
2024-10-15T20:00:01,154
2024-10-15T20:30:01,154
2024-10-15T21:00:01,154
2024-10-15T21:30:01,154
2024-10-15T22:00:01,154
2024-10-15T22:30:01,154
2024-10-15T23:00:01,154
2024-10-15T23:30:01,154
2024-10-16T00:00:01,154
2024-10-16T00:30:01,154
2024-10-16T01:00:01,154
2024-10-16T01:30:01,154
2024-10-16T02:00:01,154
2024-10-16T02:30:01,154
2024-10-16T03:30:01,154
2024-10-16T04:00:01,154
2024-10-16T04:30:01,154
2024-10-16T05:00:01,154
2024-10-16T05:30:01,154
2024-10-16T06:00:01,154
2024-10-16T06:30:01,154
2024-10-16T07:00:01,154
2024-10-16T07:30:01,154
2024-10-16T08:00:01,154
2024-10-16T08:30:01,154
2024-10-16T09:00:01,154
2024-10-16T09:30:01,154
2024-10-16T10:00:01,154
2024-10-16T10:30:01,156
2024-10-16T11:00:01,156
2024-10-16T11:30:01,156
2024-10-16T12:00:01,156
2024-10-16T12:30:01,156
2024-10-16T13:00:01,156
2024-10-16T13:30:01,156
2024-10-16T14:00:01,156
2024-10-16T14:30:01,156
2024-10-16T15:00:01,156
2024-10-16T15:30:01,156
2024-10-16T16:00:01,156
2024-10-16T16:30:01,156
2024-10-16T17:00:01,156
2024-10-16T17:30:01,156
2024-10-16T18:00:01,156
2024-10-16T18:30:01,156
2024-10-16T19:00:01,156
2024-10-16T19:30:01,156
2024-10-16T20:00:01,156
2024-10-16T20:30:01,156
2024-10-16T21:00:01,156
2024-10-16T21:30:01,156
2024-10-16T22:00:01,156
2024-10-16T22:30:01,156
2024-10-16T23:00:01,156
2024-10-16T23:30:01,156
2024-10-17T00:00:01,156
2024-10-17T00:30:01,156
2024-10-17T01:00:01,156
2024-10-17T01:30:01,156
2024-10-17T02:00:01,156
2024-10-17T02:30:01,156
2024-10-17T03:30:01,156
2024-10-17T04:00:01,156
2024-10-17T04:30:01,156
2024-10-17T05:00:01,156
2024-10-17T05:30:01,156
2024-10-17T06:00:01,156
2024-10-17T06:30:01,156
2024-10-17T07:00:01,156
2024-10-17T07:30:01,156
2024-10-17T08:00:01,156
2024-10-17T08:30:01,156
2024-10-17T09:00:01,156
2024-10-17T09:30:01,156
2024-10-17T10:00:01,156
2024-10-17T10:30:01,156
2024-10-17T11:00:01,156
2024-10-17T11:30:01,156
2024-10-17T12:00:01,158
2024-10-17T12:30:01,159
2024-10-17T13:00:01,160
2024-10-17T13:30:01,161
2024-10-17T14:00:01,161
2024-10-17T14:30:01,161
2024-10-17T15:00:01,163
2024-10-17T15:30:01,164
2024-10-17T16:00:01,166
2024-10-17T16:30:01,169
2024-10-17T17:00:01,171
2024-10-17T17:30:01,173
2024-10-17T18:00:01,174
2024-10-17T18:30:01,174
2024-10-17T19:00:01,174
2024-10-17T19:30:01,174
2024-10-17T20:00:01,174
2024-10-17T20:30:01,174
2024-10-17T21:00:01,174
2024-10-17T21:30:01,174
2024-10-17T22:00:01,174
2024-10-17T22:30:01,174
2024-10-17T23:00:01,174
2024-10-17T23:30:01,174
2024-10-18T00:00:01,174
2024-10-18T00:30:01,174
2024-10-18T01:00:01,174
2024-10-18T01:30:01,174
2024-10-18T02:00:01,174
2024-10-18T02:30:01,174
2024-10-18T03:30:01,174
2024-10-18T04:00:01,174
2024-10-18T04:30:01,174
2024-10-18T05:00:01,174
2024-10-18T05:30:01,174
2024-10-18T06:00:01,174
2024-10-18T06:30:01,174
2024-10-18T07:00:01,174
2024-10-18T07:30:01,174
2024-10-18T08:00:01,174
2024-10-18T08:30:01,174
2024-10-18T09:00:01,174
2024-10-18T09:30:01,174
2024-10-18T10:00:01,174
2024-10-18T10:30:01,174
2024-10-18T11:00:01,174
2024-10-18T11:30:01,174
2024-10-18T12:00:01,174
2024-10-18T12:30:01,174
2024-10-18T13:00:01,174
2024-10-18T13:30:01,174
2024-10-18T14:00:01,174
2024-10-18T14:30:01,174
2024-10-18T15:00:01,174
2024-10-18T15:30:01,174
2024-10-18T16:00:01,174
2024-10-18T16:30:01,174
2024-10-18T17:00:01,174
2024-10-18T17:30:01,174
2024-10-18T18:00:01,174
2024-10-18T18:30:01,174
2024-10-18T19:00:01,174
2024-10-18T19:30:01,174
2024-10-18T20:00:01,174
2024-10-18T20:30:01,174
2024-10-18T21:00:01,174
2024-10-18T21:30:01,174
2024-10-18T22:00:01,174
2024-10-18T22:30:01,174
2024-10-18T23:00:01,174
2024-10-18T23:30:01,174
2024-10-19T00:00:01,174
2024-10-19T00:30:01,174
2024-10-19T01:00:01,174
2024-10-19T01:30:01,174
2024-10-19T02:00:01,174
2024-10-19T02:30:01,174
2024-10-19T03:30:01,174
2024-10-19T04:00:01,174
2024-10-19T04:30:01,174
2024-10-19T05:00:01,174
2024-10-19T05:30:01,174
2024-10-19T06:00:01,174
2024-10-19T06:30:01,174
2024-10-19T07:00:01,174
2024-10-19T07:30:01,174
2024-10-19T08:00:01,174
2024-10-19T08:30:01,174
2024-10-19T09:00:01,174
2024-10-19T09:30:01,174
2024-10-19T10:00:01,174
2024-10-19T10:30:01,174
2024-10-19T11:00:01,174
2024-10-19T11:30:01,174
2024-10-19T12:00:01,174
2024-10-19T12:30:01,174
2024-10-19T13:00:01,174
2024-10-19T13:30:01,174
2024-10-19T14:00:01,174
2024-10-19T14:30:01,174
2024-10-19T15:00:01,175
2024-10-19T15:30:01,176
2024-10-19T16:00:01,178
2024-10-19T16:30:01,179
2024-10-19T17:00:01,181
2024-10-19T17:30:01,183
2024-10-19T18:00:01,185
2024-10-19T18:30:01,187
2024-10-19T19:00:01,189
2024-10-19T19:30:01,191
2024-10-19T20:00:01,192
2024-10-19T20:30:01,192
2024-10-19T21:00:01,192
2024-10-19T21:30:01,192
2024-10-19T22:00:01,192
2024-10-19T22:30:01,192
2024-10-19T23:00:01,192
2024-10-19T23:30:01,192
2024-10-20T00:00:01,192
2024-10-20T00:30:01,192
2024-10-20T01:00:01,192
2024-10-20T01:30:01,194
2024-10-20T02:00:01,197
2024-10-20T02:30:01,199
2024-10-20T03:30:01,204
2024-10-20T04:00:01,207
2024-10-20T04:30:01,209
2024-10-20T05:00:01,212
2024-10-20T05:30:01,214
2024-10-20T06:00:01,217
2024-10-20T06:30:01,219
2024-10-20T07:00:01,222
2024-10-20T07:30:01,225
2024-10-20T08:00:01,227
2024-10-20T08:30:01,230
2024-10-20T09:00:01,233
2024-10-20T09:30:01,235
2024-10-20T10:00:01,238
2024-10-20T10:30:01,241
2024-10-20T11:00:01,244
2024-10-20T11:30:01,246
2024-10-20T12:00:01,246
2024-10-20T12:30:01,246
2024-10-20T13:00:01,246
2024-10-20T13:30:01,246
2024-10-20T14:00:01,246
2024-10-20T14:30:01,246
2024-10-20T15:00:01,246
2024-10-20T15:30:01,246
2024-10-20T16:00:01,246
2024-10-20T16:30:01,246
2024-10-20T17:00:01,246
2024-10-20T17:30:01,247
2024-10-20T18:00:01,247
2024-10-20T18:30:01,247
2024-10-20T19:00:01,247
2024-10-20T19:30:01,247
2024-10-20T20:00:01,247
2024-10-20T20:30:01,247
2024-10-20T21:00:01,247
2024-10-20T21:30:01,247
2024-10-20T22:00:01,247
2024-10-20T22:30:01,247
2024-10-20T23:00:01,247
2024-10-20T23:30:01,247
2024-10-21T00:00:01,247
2024-10-21T00:30:01,247
2024-10-21T01:00:01,247
2024-10-21T01:30:01,247
2024-10-21T02:00:01,247
2024-10-21T02:30:01,247
2024-10-21T03:30:01,247
2024-10-21T04:00:01,247
2024-10-21T04:30:01,247
2024-10-21T05:00:01,247
2024-10-21T05:30:01,247
2024-10-21T06:00:01,247
2024-10-21T06:30:01,247
2024-10-21T07:00:01,247
2024-10-21T07:30:01,247
2024-10-21T08:00:01,247
2024-10-21T08:30:01,247
2024-10-21T09:00:01,247
2024-10-21T09:30:01,247
2024-10-21T10:00:01,247
2024-10-21T10:30:01,247
2024-10-21T11:00:01,247
2024-10-21T11:30:01,247
2024-10-21T12:00:01,247
2024-10-21T12:30:01,247
2024-10-21T13:00:01,247
2024-10-21T13:30:01,247
2024-10-21T14:00:01,247
2024-10-21T14:30:01,247
2024-10-21T15:00:01,247
2024-10-21T15:30:01,247
2024-10-21T16:00:01,247
2024-10-21T16:30:01,247
2024-10-21T17:00:01,247
2024-10-21T17:30:01,247
2024-10-21T18:00:01,247
2024-10-21T18:30:01,247
2024-10-21T19:00:01,247
2024-10-21T19:30:01,247
2024-10-21T20:00:01,247
2024-10-21T20:30:01,247
2024-10-21T21:00:01,247
2024-10-21T21:30:01,247
2024-10-21T22:00:01,247
2024-10-21T22:30:01,247
2024-10-21T23:00:01,247
2024-10-21T23:30:01,247
2024-10-22T00:00:01,247
2024-10-22T00:30:01,247
2024-10-22T01:00:01,247
2024-10-22T01:30:01,247
2024-10-22T02:00:01,247
2024-10-22T02:30:01,247
2024-10-22T03:30:01,247
2024-10-22T04:00:01,247
2024-10-22T04:30:01,247
2024-10-22T05:00:01,247
2024-10-22T05:30:01,247
2024-10-22T06:00:01,247
2024-10-22T06:30:01,247
2024-10-22T07:00:01,247
2024-10-22T07:30:01,247
2024-10-22T08:00:01,247
2024-10-22T08:30:01,247
2024-10-22T09:00:01,247
2024-10-22T09:30:01,247
2024-10-22T10:00:01,247
2024-10-22T10:30:01,247
2024-10-22T11:00:01,247
2024-10-22T11:30:01,247
2024-10-22T12:00:01,247
2024-10-22T12:30:01,247
2024-10-22T13:00:01,247
2024-10-22T13:30:01,247
2024-10-22T14:00:01,247
2024-10-22T14:30:01,247
2024-10-22T15:00:01,247
2024-10-22T15:30:01,247
2024-10-22T16:00:01,247
2024-10-22T16:30:01,247
2024-10-22T17:00:01,247
2024-10-22T17:30:01,247
2024-10-22T18:00:01,247
2024-10-22T18:30:01,247
2024-10-22T19:00:01,247
2024-10-22T19:30:01,247
2024-10-22T20:00:01,247
2024-10-22T20:30:01,247
2024-10-22T21:00:01,247
2024-10-22T21:30:01,247
2024-10-22T22:00:01,247
2024-10-22T22:30:01,247
2024-10-22T23:00:01,247
2024-10-22T23:30:01,247
2024-10-23T00:00:01,247
2024-10-23T00:30:01,247
2024-10-23T01:00:01,247
2024-10-23T01:30:01,247
2024-10-23T02:00:01,247
2024-10-23T02:30:01,247
2024-10-23T04:00:01,247
2024-10-23T04:30:01,247
2024-10-23T05:00:01,247
2024-10-23T05:30:01,247
2024-10-23T06:00:01,247
2024-10-23T06:30:01,247
2024-10-23T07:00:01,247
2024-10-23T07:30:01,247
2024-10-23T08:00:01,247
2024-10-23T08:30:01,247
2024-10-23T09:00:01,247
2024-10-23T09:30:01,247
2024-10-23T10:00:01,247
2024-10-23T10:30:01,247
2024-10-23T11:00:01,247
2024-10-23T11:30:01,248
2024-10-23T12:00:01,249
2024-10-23T12:30:01,253
2024-10-23T13:00:01,259
2024-10-23T13:30:01,263
2024-10-23T14:00:01,263
2024-10-23T14:30:01,263
2024-10-23T15:00:01,263
2024-10-23T15:30:01,263
2024-10-23T16:00:01,263
2024-10-23T16:30:01,263
2024-10-23T17:00:01,263
2024-10-23T17:30:01,263
2024-10-23T18:00:01,263
2024-10-23T18:30:01,263
2024-10-23T19:00:01,263
2024-10-23T19:30:01,263
2024-10-23T20:00:01,263
2024-10-23T20:30:01,263
2024-10-23T21:00:01,263
2024-10-23T21:30:01,263
2024-10-23T22:00:01,263
2024-10-23T22:30:01,263
2024-10-23T23:00:01,263
2024-10-23T23:30:01,263
2024-10-24T00:00:01,263
2024-10-24T00:30:01,263
2024-10-24T01:00:01,263
2024-10-24T01:30:01,263
2024-10-24T02:00:01,263
2024-10-24T02:30:01,263
2024-10-24T03:00:01,263
2024-10-24T04:00:01,263
2024-10-24T04:30:01,263
2024-10-24T05:00:01,263
2024-10-24T05:30:01,263
2024-10-24T06:00:01,263
2024-10-24T06:30:01,263
2024-10-24T07:00:01,263
2024-10-24T07:30:01,263
2024-10-24T08:00:01,263
2024-10-24T08:30:01,263