Timestamp,Noureddine_Rojbani_TS01_solar_radiation,Noureddine_Rojbani_TS01_wind_direction,Noureddine_Rojbani_TS01_air_humidity,Noureddine_Rojbani_TS01_wind_speed,Noureddine_Rojbani_TS01_temperature
2024-10-21T18:00:00,63,325.6,97.6,0.69,18.1
2024-10-21T18:30:00,33,32.6,97.7,0.69,18.4
2024-10-21T19:00:00,10,352.7,97.5,0.21,18.1
2024-10-21T19:30:00,7,6.9,95.5,0.11,16.8
2024-10-21T20:00:00,0,357.1,94,0.97,16.8
2024-10-21T20:30:00,0,5.3,94.5,0.45,16.9
2024-10-21T21:00:00,0,68.7,95,0.16,17
2024-10-21T21:30:00,0,42.1,95.1,0.34,17.2
2024-10-21T22:00:00,0,25,94.5,1.49,17.4
2024-10-21T22:30:00,0,327.3,94.4,0.26,17.7
2024-10-21T23:00:00,0,305.1,94.1,0.37,18.2
2024-10-21T23:30:00,0,333.4,94.3,0.57,18.3
2024-10-22T00:00:00,0,57.2,94.5,0.05,18.4
2024-10-22T00:30:00,0,316.9,94.7,0.27,18.5
2024-10-22T01:00:00,0,330.5,95.4,1.1,18.6
2024-10-22T01:30:00,0,328.3,96.3,1.16,18.6
2024-10-22T02:00:00,0,208.8,96.7,0.38,18.8
2024-10-22T02:30:00,0,5.2,96.9,0.05,19
2024-10-22T03:30:00,0,331.5,97.5,0.42,19.3
2024-10-22T04:00:00,0,82.7,97.9,0.21,19.6
2024-10-22T04:30:00,0,23.7,98.2,0.21,19.8
2024-10-22T05:00:00,0,23.5,98.6,0.56,19.9
2024-10-22T05:30:00,1,35.8,99.1,0.86,20.3
2024-10-22T06:00:00,0,192.3,99.4,0.56,20.4
2024-10-22T06:30:00,0,37.7,99.6,0.3,20.5
2024-10-22T07:00:00,0,254.9,99.4,0.93,19.6
2024-10-22T07:30:00,0,113.8,99.1,0.11,19.6
2024-10-22T08:00:00,0,345.8,96.8,1.67,18.8
2024-10-22T08:30:00,1,300.8,95.3,4.01,18.2
2024-10-22T09:00:00,15,20,96,2.9,18.4
2024-10-22T09:30:00,27,318.7,96.4,0.6,18.8
2024-10-22T10:00:00,32,2.5,95.2,1.01,19.2
2024-10-22T10:30:00,57,314.7,94.2,0.5,19.6
2024-10-22T11:00:00,122,346.2,93,0.79,19.8
2024-10-22T11:30:00,92,312,87.8,3.34,20.1
2024-10-22T12:00:00,210,327.1,87,2.89,20.4
2024-10-22T12:30:00,88,343.3,87.6,0.62,20.7
2024-10-22T13:00:00,251,23.5,88.5,0.16,21.3
2024-10-22T13:30:00,196,349.9,88,0.53,21.8
2024-10-22T14:00:00,160,323.2,87.3,0.98,21.9
2024-10-22T14:30:00,233,306.3,87.5,0.68,22.3
2024-10-22T15:00:00,251,326.2,87,0.48,22.8
2024-10-22T15:30:00,137,349.1,80.2,0.59,23.2
2024-10-22T16:00:00,174,93.3,84.2,0.62,22.7
2024-10-22T16:30:00,192,34.1,80.8,2.02,23.2
2024-10-22T17:00:00,177,304.9,73.9,1.32,23.3
2024-10-22T17:30:00,436,335,66.6,0.84,23.9
2024-10-22T18:00:00,77,293.8,67.9,1.34,23.7
2024-10-22T18:30:00,78,74.9,67.1,0.47,22.8
2024-10-22T19:00:00,27,81.3,74.4,0.48,22.2
2024-10-22T19:30:00,2,203.7,78.9,0.16,21.8
2024-10-22T20:00:00,0,312.1,82.2,0.15,21.1
2024-10-22T20:30:00,0,338.6,84,0.16,20.5
2024-10-22T21:00:00,0,338.5,87.5,0.62,20.1
2024-10-22T21:30:00,0,1.8,89.2,0.39,19.9
2024-10-22T22:00:00,0,258,89.6,0.94,19.8
2024-10-22T22:30:00,0,217.6,90.3,0.3,19.6
2024-10-22T23:00:00,0,308.9,91.9,0.42,19.7
2024-10-22T23:30:00,0,248.7,92,0.3,19.9
2024-10-23T00:00:00,1,352.5,93.1,0.15,19.7
2024-10-23T00:30:00,0,293.7,94,0.21,20
2024-10-23T01:00:00,0,324.6,94.2,0.43,20.4
2024-10-23T01:30:00,0,312.2,94.4,0.23,20.3
2024-10-23T02:00:00,0,310.4,95.1,0.76,20.5
2024-10-23T02:30:00,0,217.7,95.4,0.3,20.3
2024-10-23T04:00:00,0,185.2,97.2,0.16,20
2024-10-23T04:30:00,0,113.8,97.8,0.77,20.3
2024-10-23T05:00:00,0,312.1,97.4,0.11,20.1
2024-10-23T05:30:00,0,185.2,97.2,0.23,19.9
2024-10-23T06:00:00,0,169,97.1,0.58,19.9
2024-10-23T06:30:00,0,352.6,96.6,0.21,19.8
2024-10-23T07:00:00,0,180.5,95.1,0.55,19.8
2024-10-23T07:30:00,0,136.9,92.3,0.27,19.8
2024-10-23T08:00:00,0,248.7,91.9,0.25,19.5
2024-10-23T08:30:00,3,170,92.4,0.26,19.3
2024-10-23T09:00:00,34,179,92.6,0.44,19.4
2024-10-23T09:30:00,74,195.4,90.7,0,20
2024-10-23T10:00:00,197,170.5,85.3,1.02,21
2024-10-23T10:30:00,281,196.3,78.2,0.83,22.2
2024-10-23T11:00:00,377,68.7,74,0.31,23.4
2024-10-23T11:30:00,464,104,71.5,1.08,24.2
2024-10-23T12:00:00,644,8.1,64.9,0.97,25.6
2024-10-23T12:30:00,750,234.6,58.5,0.43,26.8
2024-10-23T13:00:00,852,136.6,58.1,1.54,28.1
2024-10-23T13:30:00,328,62.4,56.2,0.47,27.8
2024-10-23T14:00:00,764,73.4,59.5,0.63,28.4
2024-10-23T14:30:00,811,127.2,65.5,1.43,27.3
2024-10-23T15:00:00,739,170,59.7,0.27,28.4
2024-10-23T15:30:00,608,177,61.9,0.5,27.5
2024-10-23T16:00:00,463,23.5,62.1,0.64,27.1
2024-10-23T16:30:00,444,302.4,55.5,0.71,27.2
2024-10-23T17:00:00,370,277.8,58.7,0.98,27.3
2024-10-23T17:30:00,273,150.2,61.8,0.37,26.4
2024-10-23T18:00:00,188,37.9,60.4,2.41,25.8
2024-10-23T18:30:00,106,55.4,67.8,1.62,24.9
2024-10-23T19:00:00,39,42.1,72.3,0.7,24.2
2024-10-23T19:30:00,6,17.9,77.8,0.72,23.4
2024-10-23T20:00:00,0,12.4,81.8,0.75,22.9
2024-10-23T20:30:00,0,15.6,84.8,0.77,22.6
2024-10-23T21:00:00,1,46.4,86,1.23,22.5
2024-10-23T21:30:00,0,285.6,87.2,0.25,22.6
2024-10-23T22:00:00,0,30.7,87.6,0.58,22.5
2024-10-23T22:30:00,0,68.7,87.7,0.25,22.5
2024-10-23T23:00:00,0,68.7,88.4,0.72,22.5
2024-10-23T23:30:00,0,338.7,88.9,0.21,22.3
2024-10-24T00:00:00,0,237.3,89.3,0.1,22.3
2024-10-24T00:30:00,0,42,89.8,0.23,22.2
2024-10-24T01:00:00,0,132.1,90.5,0.23,22.1
2024-10-24T01:30:00,0,224.7,91.8,0.5,21.6
2024-10-24T02:00:00,0,320.3,93.1,0.33,21.2
2024-10-24T02:30:00,0,23.6,94,0.15,20.9
2024-10-24T03:00:00,0,95.3,94.6,0.16,20.8
2024-10-24T04:00:00,0,148.4,94.8,0.58,20
2024-10-24T04:30:00,0,189.6,93,0.3,19.5
2024-10-24T05:00:00,0,132.1,91.8,0.16,19.1
2024-10-24T05:30:00,0,180.4,91.6,0.27,18.8
2024-10-24T06:00:00,0,169.9,91.3,0.26,18.5
2024-10-24T06:30:00,0,168.1,91.4,0.63,18.4
2024-10-24T07:00:00,0,172.8,91.3,0.21,18.2
2024-10-24T07:30:00,1,68.6,91.9,0.13,17.8
2024-10-24T08:00:00,0,324.7,92.9,0.16,17.6
2024-10-24T08:30:00,5,203.6,94.5,0.2,17.6
2024-10-24T09:00:00,38,150.7,95.4,0.36,18
2024-10-24T09:30:00,68,208.7,95.7,0.38,18.6
2024-10-24T10:00:00,212,113.7,93.1,0.21,19.5
2024-10-24T10:30:00,342,267.3,85.2,0.32,21.2
2024-10-24T11:00:00,407,119,81,0.39,21.9
2024-10-24T11:30:00,182,136.7,73.8,0.56,23.1
2024-10-24T12:00:00,669,242.8,72.7,0.52,23.8
2024-10-24T12:30:00,456,6.9,67.3,0.77,24.1
2024-10-24T13:00:00,440,191.4,65.6,1.06,24.3
2024-10-24T13:30:00,650,106.2,59.7,0.84,25.9
2024-10-24T14:00:00,630,261.8,54.6,0.19,27.1
2024-10-24T14:30:00,667,222.1,52.6,0.35,27.7
2024-10-24T15:00:00,638,26.3,51.5,0.75,27.8
2024-10-24T15:30:00,587,307.6,49.6,0.62,28.1
2024-10-24T16:00:00,530,95.1,48.7,0.35,28.4
2024-10-24T16:30:00,460,38.6,47.9,1.29,27.8
2024-10-24T17:00:00,379,83.7,46.8,0.6,28.1
2024-10-24T17:30:00,292,107.7,46.9,0.73,28
2024-10-24T18:00:00,197,43.5,54.6,1.61,26.7
2024-10-24T18:30:00,112,330.3,57.6,1.12,25.6
2024-10-24T19:00:00,32,31.7,63.3,0.51,24.5
2024-10-24T19:30:00,5,39.5,69.6,2.06,23.3
2024-10-24T20:00:00,0,31.8,71.8,1.02,22.6
2024-10-24T20:30:00,0,59.8,74.9,1,22
2024-10-24T21:00:00,0,28.4,77.8,0.85,21.7
2024-10-24T21:30:00,0,345.8,80.5,0.42,21.4
2024-10-24T22:00:00,0,42.1,82.6,1.04,21
2024-10-24T22:30:00,0,248.7,84.9,0.18,20.7
2024-10-24T23:00:00,0,19.8,87.2,0.53,20.5
2024-10-24T23:30:00,0,149.2,89.3,0.31,20.3
2024-10-25T00:00:00,0,180.4,91,0.16,20.1
2024-10-25T00:30:00,0,95.2,92.2,0.07,20
2024-10-25T01:00:00,0,172.6,93.1,0.05,19.6
2024-10-25T01:30:00,1,226.7,93.7,0.27,19.1
2024-10-25T02:00:00,0,234.6,94.7,0.05,18.9
2024-10-25T02:30:00,1,158.6,95,0.16,18.5
2024-10-25T03:30:00,1,158.6,95.9,0.2,18.2
2024-10-25T04:00:00,0,121.8,96.1,0.25,17.9
2024-10-25T04:30:00,0,23.5,96.1,0.05,17.3
2024-10-25T05:00:00,0,144.6,96.3,0.06,16.9
2024-10-25T05:30:00,0,23.6,96.5,0.1,16.4
2024-10-25T06:00:00,1,327.2,96.7,0.11,16
2024-10-25T06:30:00,1,222.1,96.9,0.06,15.8
2024-10-25T07:00:00,1,158.6,97.3,0.16,15.7
2024-10-25T07:30:00,1,54.7,97.4,0.13,15.3
2024-10-25T08:00:00,1,320.2,97.5,0.32,15
2024-10-25T08:30:00,6,316.9,97.9,0.27,14.9
2024-10-25T09:00:00,48,158.6,98.4,0.16,15.2
2024-10-25T09:30:00,74,216.1,98.7,0.66,16
2024-10-25T10:00:00,180,203.6,98.3,0.18,16.5
2024-10-25T10:30:00,317,237.5,97.3,0.26,18.2
2024-10-25T11:00:00,410,178.4,81.7,0.77,19.8
2024-10-25T11:30:00,478,338.8,68,0.26,22
2024-10-25T12:00:00,542,30.9,62.8,0.58,23.5
2024-10-25T12:30:00,643,259.1,59,0.58,24.5
2024-10-25T13:00:00,692,68.7,55.3,0.41,25.8
2024-10-25T13:30:00,681,107.4,51.4,0.32,26.1
2024-10-25T14:00:00,683,209.4,49.6,0.72,27.3
2024-10-25T14:30:00,477,148.2,49.1,0.59,26.3
2024-10-25T15:00:00,640,355.3,48.3,0.55,27.1
2024-10-25T15:30:00,482,163.3,44.2,0.63,27.6
2024-10-25T16:00:00,369,27.3,43.9,0.54,27
2024-10-25T16:30:00,297,140.2,46.1,0.5,26.2
2024-10-25T17:00:00,264,40.8,46.9,1.13,25.9
2024-10-25T17:30:00,350,32,45.6,2.19,26.3
2024-10-25T18:00:00,150,331.5,50.7,0.42,25.1
2024-10-25T18:30:00,74,25.7,54.4,0.96,24.2
2024-10-25T19:00:00,38,51.4,59.8,0.87,23.2
2024-10-25T19:30:00,3,50.3,62,0.82,22.5
2024-10-25T20:00:00,0,113.8,63.8,0.28,21.9
2024-10-25T20:30:00,0,354.6,66.8,0.38,21.1
2024-10-25T21:00:00,0,68.6,72.2,0,20.4
2024-10-25T21:30:00,0,18.4,77.8,0.39,20.1
2024-10-25T22:00:00,0,147.3,79.6,0.16,20.3
2024-10-25T22:30:00,0,332.2,82.7,0.47,20.2
2024-10-25T23:00:00,0,259.9,84.9,0.26,20
2024-10-25T23:30:00,0,329.1,87.5,0.31,19.6
2024-10-26T00:00:00,0,5.1,89.8,0.22,18.8
2024-10-26T00:30:00,0,180.4,91.9,0.27,18.5
2024-10-26T01:00:00,0,338.6,93,0.25,18.4
2024-10-26T01:30:00,1,262.7,94.2,0.06,18.1
2024-10-26T02:00:00,0,240.5,95.1,0.36,18.1
2024-10-26T03:30:00,0,185.1,91,0.8,18.5
2024-10-26T04:00:00,0,153.9,75.2,0.62,19
2024-10-26T04:30:00,0,175.6,68.1,1.25,19.4
2024-10-26T05:00:00,0,99.7,68.5,0.3,19
2024-10-26T05:30:00,1,158.7,59.4,0.46,19.3
2024-10-26T06:00:00,0,288.5,64.3,0.38,19
2024-10-26T06:30:00,0,312.1,72.2,0.45,18.2
2024-10-26T07:00:00,0,197.3,74.4,1.59,18
2024-10-26T07:30:00,0,158.6,71.3,0.46,18.1
2024-10-26T08:00:00,0,256.8,73.7,0.36,17.9
2024-10-26T08:30:00,1,293.7,70.9,0.05,18.2
2024-10-26T09:00:00,12,113.7,72.3,0.2,18.2
2024-10-26T09:30:00,33,191.2,71.8,1.53,18.4
2024-10-26T10:00:00,59,338.7,70,0.2,19.4
2024-10-26T10:30:00,85,259.9,54.1,0.26,21.1
2024-10-26T11:00:00,532,90.5,55.7,0.56,24
2024-10-26T11:30:00,503,117.1,45.8,0.6,25.5
2024-10-26T12:00:00,183,158.6,44.1,0.21,25.3
2024-10-26T12:30:00,399,226.7,45.4,0.28,25.8
2024-10-26T13:00:00,689,178.7,38.2,1.7,27.4
2024-10-26T13:30:00,623,175.8,35.9,0.72,27.8
2024-10-27T03:00:00,0,222,80.3,0.22,17.6
2024-10-27T03:30:00,0,169.9,79.2,0.26,17.5
2024-10-27T04:00:00,0,168.1,80.1,0.31,17.3
2024-10-27T04:30:00,0,82.6,83.3,0.21,16.8
2024-10-27T05:00:00,1,23.6,84.6,0.2,16.3
2024-10-27T05:30:00,1,185.2,80.4,0.06,16.3
2024-10-27T06:00:00,1,172.6,71.2,0.21,16.9
2024-10-27T06:30:00,1,98.5,71.5,0.41,16.7
2024-10-27T07:00:00,1,101.2,67.8,0.66,17.1
2024-10-27T07:30:00,2,166.7,70.9,0.36,16.8
2024-10-27T08:00:00,26,214.9,74.1,0.36,16
2024-10-27T08:30:00,51,127.6,65.6,0.3,17.6
2024-10-27T09:00:00,218,123.1,62.5,0.44,19.1
2024-10-27T09:30:00,304,293.8,56.3,0.21,21.2
2024-10-27T10:00:00,393,47,51.6,0.55,22.6
2024-10-27T10:30:00,472,147.4,41.1,0.27,24.1
2024-10-27T11:00:00,548,121.9,34.9,1.29,25.9
2024-10-27T11:30:00,599,148.4,32.5,0.59,26.5
2024-10-27T12:00:00,627,172.7,30.1,0.66,28.2
2024-10-27T12:30:00,641,296.7,24.7,0.68,29.2
2024-10-27T13:00:00,650,168.1,23.1,0.65,29.5
2024-10-27T13:30:00,617,238.4,23.6,0.59,30.1
2024-10-27T14:00:00,586,53.2,21.6,0.6,31
2024-10-27T14:30:00,526,23.6,19.8,0.36,31.4
2024-10-27T15:00:00,436,167,20,1.09,31.6
2024-10-27T15:30:00,401,55.9,19.2,0.49,31.7
2024-10-27T16:00:00,337,148,18.7,2.37,31.9
2024-10-27T16:30:00,235,301.6,19.7,0.15,31.4
2024-10-27T17:00:00,150,149.6,19.6,1.03,30.6
2024-10-27T17:30:00,93,332.3,22.6,0.48,29.5
2024-10-27T18:00:00,34,75.2,46.5,1.8,26.8
2024-10-27T18:30:00,2,7.3,51,0.66,25.1
2024-10-27T19:00:00,0,93.1,54.7,1.25,24.2
2024-10-27T19:30:00,0,217.7,58.8,0.3,23.6
2024-10-27T20:00:00,0,106.7,63.6,0.58,23
2024-10-27T20:30:00,0,210,68.7,0.32,22
2024-10-27T21:00:00,0,214.9,75.2,0.37,20.8
2024-10-27T21:30:00,0,338.6,79.3,0.11,20.4
2024-10-27T22:00:00,1,312.1,80.9,0.16,20
2024-10-27T22:30:00,0,214.8,80.3,0.37,19.9
2024-10-27T23:00:00,0,23.6,81.5,0.2,19.2
2024-10-27T23:30:00,0,38.9,82.9,0.42,18.9
2024-10-28T00:00:00,0,211.7,82.7,0.05,18.9
2024-10-28T00:30:00,0,279.8,80.5,0.3,19.1
2024-10-28T01:00:00,0,23.6,81.2,0.34,18.9
2024-10-28T01:30:00,0,275.2,84.6,0.18,18.1
2024-10-28T02:00:00,0,45.3,82.6,0.38,17.8
2024-10-28T03:00:00,0,172.6,87.4,0.21,17
2024-10-28T03:30:00,0,158.6,87.6,0.2,16.8
2024-10-28T04:00:00,0,267.1,87.8,0.32,16.6
2024-10-28T04:30:00,0,5.2,88.6,0.18,16.3
2024-10-28T05:00:00,0,60.5,89.2,0.36,16.3
2024-10-28T05:30:00,0,234.6,87.5,0.15,16.4
2024-10-28T06:00:00,0,312.1,83,0.45,16.9
2024-10-28T06:30:00,0,34.9,83,0.36,16.6
2024-10-28T07:00:00,0,192.4,84.1,0.36,16.7
2024-10-28T07:30:00,1,50.2,83.6,0.32,16.7
2024-10-28T08:00:00,29,68.6,83.8,0.15,16.2
2024-10-28T08:30:00,65,9.6,81.1,0.29,16.3
2024-10-28T09:00:00,128,172.7,72.2,0.16,17.3
2024-10-28T09:30:00,136,158.6,66.8,0.11,18.4
2024-10-28T10:00:00,162,149.2,57.7,0.31,20.1
2024-10-28T10:30:00,131,352.6,46.7,0.21,23.3
2024-10-28T11:00:00,553,113.7,39,0.35,25
2024-10-28T11:30:00,630,175.4,32.6,0.55,26.7
2024-10-28T12:00:00,639,23.5,29.8,0.35,27.8
2024-10-28T12:30:00,660,338.6,25.3,0.31,29.2
2024-10-28T13:00:00,668,128.9,21.1,0.85,30.5
2024-10-28T13:30:00,652,230.2,19.7,0.33,30.8
2024-10-28T14:00:00,616,327.1,26,0.27,29.9
2024-10-28T14:30:00,572,144.5,26.1,0.22,30.4
2024-10-28T15:00:00,507,293.5,25.1,0.21,30.2
2024-10-28T15:30:00,433,15.2,24,0.19,30.5
2024-10-28T16:00:00,350,324.5,24.6,0.44,29.6
2024-10-28T16:30:00,265,293.4,25.5,0.19,29.9
2024-10-28T17:00:00,178,324.4,26.5,0.22,29.3
2024-10-28T17:30:00,83,338.5,26.5,0.31,28.9
2024-10-28T18:00:00,23,327.3,39,0.27,26.3
2024-10-28T18:30:00,3,357.1,49.6,0.33,24.3
2024-10-28T19:00:00,0,283.8,55.2,0.63,23.5
2024-10-28T19:30:00,0,34,63.2,0.82,23.1
2024-10-28T20:00:00,1,316.9,68.5,0.18,22.6
2024-10-28T20:30:00,0,256.9,71.4,0.36,22
2024-10-28T21:00:00,0,293.8,73.8,0.18,21.6
2024-10-28T21:30:00,0,293.8,74.5,0.18,21.4
2024-10-28T22:00:00,0,293.7,76.5,0.56,20.6
2024-10-28T22:30:00,1,308.4,81,0.72,20
2024-10-28T23:00:00,1,258.1,81.3,0.31,19.9
2024-10-28T23:30:00,0,5.2,82,0.18,19.6
2024-10-29T00:00:00,0,313.6,82.2,0.84,19.5
2024-10-29T00:30:00,0,309.8,85.5,1.18,19.4
2024-10-29T01:00:00,0,225.4,88.1,0.38,19.1
2024-10-29T01:30:00,0,237.3,90.4,0.26,19
2024-10-29T02:00:00,0,279.6,91.5,0.3,18.9
2024-10-29T02:30:00,0,102.3,93.1,0.37,18.8
2024-10-29T03:00:00,2,331.6,94.5,0.42,19.5
2024-10-29T03:30:00,0,340.5,92.6,1.61,20.4
2024-10-29T04:00:00,0,338.7,92.6,0.62,20.8
2024-10-29T04:30:00,0,330.1,94.1,1.06,20.6
2024-10-29T05:00:00,0,338.7,95.6,0.57,20.5
2024-10-29T05:30:00,0,324.6,96,0.16,19.8
2024-10-29T06:00:00,0,31.7,96.8,0.14,19.8
2024-10-29T06:30:00,0,324.7,97.4,0.1,19.4
2024-10-29T07:00:00,0,278.4,98.3,0.84,19.8
2024-10-29T07:30:00,1,338.7,98.7,1.35,19.7
2024-10-29T08:00:00,27,320.3,99,1.15,19.6
2024-10-29T08:30:00,62,327.3,99.2,0.26,20
2024-10-29T09:00:00,174,62.4,99,0.46,20.7
2024-10-29T09:30:00,275,316.4,93.5,0.95,21.7
2024-10-29T10:00:00,348,13.1,82.8,1.01,23
2024-10-29T10:30:00,430,348.1,72.9,0.32,24.3
2024-10-29T11:00:00,489,338.7,70.1,0.26,25
2024-10-29T11:30:00,564,5.2,63.4,0.58,25.8
2024-10-29T12:00:00,602,29,55.3,1.12,27
2024-10-29T12:30:00,619,90.5,54.8,0.16,27.2
2024-10-29T13:00:00,622,304.2,55.9,1.02,27.5
2024-10-29T13:30:00,612,280.8,50.7,1.19,28.3
2024-10-29T14:00:00,580,336.5,48.4,1.49,28.6
2024-10-30T03:00:00,0,293.7,91.8,0.34,19
2024-10-30T03:30:00,0,293.7,92.3,0.16,18.9
2024-10-30T04:00:00,0,248.7,93,0.16,18.9
2024-10-30T04:30:00,0,258.1,93.7,0.31,19.1
2024-10-30T05:00:00,0,338.6,94.2,0.05,19.2
2024-10-30T05:30:00,1,327.4,94.5,0.26,18.9
2024-10-30T06:00:00,0,68.7,95.7,0.06,19.1
2024-10-30T06:30:00,0,352.6,96.3,0.21,19.3
2024-10-30T07:00:00,0,349.9,96.9,0.26,19.5
2024-10-30T07:30:00,1,248.7,97.2,0.1,19.5
2024-10-30T08:00:00,26,348.1,97.5,0.31,19.4
2024-10-30T08:30:00,62,316.8,98,0.83,19.8
2024-10-30T09:00:00,148,293.7,98.3,0.56,20.4
2024-10-30T09:30:00,208,42,98,0.69,21
2024-10-30T10:00:00,197,357,96.2,0.33,21.3
2024-10-30T10:30:00,471,36.5,82.4,0.49,22.9
2024-10-30T11:00:00,331,327.3,76.3,0.54,23.6
2024-10-30T11:30:00,554,90.4,72.3,0.28,24.3
2024-10-30T12:00:00,582,39.7,68.3,1.2,25.3
2024-10-30T12:30:00,603,36,63.9,0.68,26.1
2024-10-30T13:00:00,610,48.9,60.4,0.78,27.3
2024-10-30T13:30:00,615,188.3,58.3,0.43,27.5
2024-10-30T14:00:00,578,68.5,53.4,0.36,28.1
2024-10-30T14:30:00,529,36.3,52.5,0.5,28.6
2024-10-30T15:00:00,476,57.6,50.3,1.13,28.8
2024-10-30T15:30:00,414,44.1,51.2,0.63,29.1
2024-10-30T16:00:00,359,347.9,51.5,0.32,28.9
2024-10-30T16:30:00,309,315.6,52,1.09,28.3
2024-10-30T17:00:00,193,18.2,49.7,0.39,27.8
2024-10-30T17:30:00,131,75.7,56.1,0.42,26.9
2024-10-30T18:00:00,31,10.3,60.4,0.8,25.1
2024-10-30T18:30:00,1,46.8,63.7,0.56,24
2024-10-30T19:00:00,0,33.1,68.5,0.44,23.1
2024-10-30T19:30:00,0,18.6,75.9,0.78,22.2
2024-10-30T20:00:00,0,275.3,81,0.07,21.4
2024-10-30T20:30:00,0,42.1,84.4,0.11,20.5
2024-10-30T21:00:00,0,349.9,87.6,0.26,20
2024-10-30T21:30:00,2,260,89.7,0.05,19.8
2024-10-30T22:00:00,0,42,89.5,0.23,20.6
2024-10-30T22:30:00,0,334.3,87.7,0.68,21.1
2024-10-30T23:00:00,0,23.5,87.4,0.21,21.3
2024-10-30T23:30:00,0,130.6,87.9,0.88,21.4
2024-10-31T00:00:00,0,338.6,88.5,0.2,21.3
2024-10-31T00:30:00,0,113.7,89.3,0.18,21.2
2024-10-31T01:00:00,0,164.3,90.2,0.52,21
2024-10-31T01:30:00,0,185.2,90.9,0.57,20.8
2024-10-31T02:00:00,0,189.6,91.5,0.3,20.2
2024-10-31T03:00:00,0,34.8,93.7,0.37,19
2024-10-31T03:30:00,0,217.6,95,0.3,18.7
2024-10-31T04:00:00,0,307.7,95.9,0.3,18.6
2024-10-31T04:30:00,1,23.6,96.5,0.16,18.5
2024-10-31T05:00:00,0,54.5,96.9,0.13,18.4
2024-10-31T05:30:00,0,320.3,97.4,0.32,18.4
2024-10-31T06:00:00,1,15.4,98,0.5,19.2
2024-10-31T06:30:00,1,349.9,98.4,0.26,19.6
2024-10-31T07:00:00,0,312.1,98.6,0.11,19.8
2024-10-31T07:30:00,1,325.7,98.6,0.69,19.8
2024-10-31T08:00:00,24,301.8,98.7,0.51,20.1
2024-10-31T08:30:00,59,357,98.6,0.49,20.3
2024-10-31T09:00:00,81,324.6,97.6,0.86,21